  Operator non-availability periods., 4OR
  Differences in productivity and impact across the different computer science subareas., Technical Report
  Serious games for energy social science research., Technol. Anal. Strateg. Manag.
  Educational Robotics in Down Syndrome A Feasibility Study., Technol. Knowl. Learn.
  Education Systems in the Digital Age The Need for Alignment., Technol. Knowl. Learn.
  Emulation of Numerical Models With Over-Specified Basis Functions., Technometrics
  The Future of Industrial Statistics A Panel Discussion., Technometrics
  Delivering scalable video with QoS to the home., Telecommun. Syst.
  Towards gadget-free internet services A roadmap of the Naked world., Telematics Informatics
  Using quantum key distribution for cryptographic purposes A survey., Theor. Comput. Sci.
  Computing with bacterial constituents, cells and populations from bioputing to bactoputing., Theory Biosci.
  Optimal Cryptographic Hardness of Learning Monotone Functions., Theory Comput.
  On the Power of a Unique Quantum Witness., Theory Comput.
  Scandinavian Thins on Top of Cake New and Improved Algorithms for Stacking and Packing., Theory Comput. Syst.
  Translating OWL and semantic web rules into prolog Moving toward description logic programs., Theory Pract. Log. Program.
  Predicate logic as a modeling language modeling and solving some machine learning and data mining problems with IDP3., Theory Pract. Log. Program.
  ASP-Core-2 Input Language Format., Theory Pract. Log. Program.
  On Binary Methods., Theory Pract. Object Syst.
  Clustering reveals ubiquitous heterogeneity and asymmetry of genomic signals at functional elements., Tiny Trans. Comput. Sci.
  The ITALK Project A Developmental Robotics Approach to the Study of Individual, Social, and Linguistic Learning., Top. Cogn. Sci.
  Typologie des risques pour une analyse éthique de l'impact des technologies du TAL., Trait. Autom. des Langues
  Comparaison de mesures perceptives et automatiques de l'intelligibilité. Application à de la parole simulant la presbyacousie., Trait. Autom. des Langues
  Skillex  a graph-based lexical score for measuring the semantic efficiency of used verbs by human subjects describing actions., Trait. Autom. des Langues
  EFIDIR  extraction et fusion d'informations pour la mesure de déplacements par imagerie radar., Traitement du Signal
  Task-Oriented Dialogue as Dataflow Synthesis., Trans. Assoc. Comput. Linguistics
  Case-based Reasoning for Diagnosis of Stress using Enhanced Cosine and Fuzzy Similarity., Trans. Case Based Reason.
  End-to-End Information Management for Systems Biology., Trans. Comp. Sys. Biology
  The Uncertainty Quandary A Study in the Context of the Evolutionary Optimization in Games and Other Uncertain Environments., Trans. Comput. Collect. Intell.
  Alpha, Betti and the Megaparsec Universe On the Topology of the Cosmic Web., Trans. Comput. Sci.
  Optimum Histogram Pair Based Image Lossless Data Embedding., Trans. Data Hiding Multim. Secur.
  Give more data, awareness and control to individual citizens, and they will help COVID-19 containment., Trans. Data Priv.
  Games on Prescription! Evaluation of the Elinor Console for Home-Based Stroke Rehabilitation., Trans. Edutainment
  Fostering Students' Participation in Face-to-Face Interactions and Deepening Their Understanding by Integrating Personal and Shared Spaces., Trans. Edutainment
  Hierarchical, virtualised and distributed intelligence 5G architecture for low-latency and secure applications., Trans. Emerg. Telecommun. Technol.
  Virtual Environments Begin to Embrace Process-based Geographic Analysis., Trans. GIS
  The influence of sampling design on spatial data quality in a geographic citizen science project., Trans. GIS
  High-Performance Embedded Architecture and Compilation Roadmap., Trans. High Perform. Embed. Archit. Compil.
  System design of the SEAC and DYSEAC., Trans. I R E Prof. Group Electron. Comput.
  The theory of signal detectability., Trans. IRE Prof. Group Inf. Theory
  Generalized servomechanism evaluation., Trans. IRE Prof. Group Inf. Theory
  Learning Sonata Form Structure on Mozart's String Quartets., Trans. Int. Soc. Music. Inf. Retr.
  ALACRITY Analytics-Driven Lossless Data Compression for Rapid In-Situ Indexing, Storing, and Querying., Trans. Large Scale Data Knowl. Centered Syst.
  COVID-19 & Cyber Security Challenges US, Canada & Korea., Trans. MLDM
  Query Recommendation based on Query Relevance Graph., Trans. Mach. Learn. Data Min.
  CIRCUS an MDA Platform for Clinical Image Analysis in Hospitals., Trans. Mass Data Anal. Images Signals
  Batching A Design Pattern for Efficient and Flexible Client/Server Interaction., Trans. Pattern Lang. Program.
  MCC'2017 - The Seventh Model Checking Contest., Trans. Petri Nets Other Model. Concurr.
  Research on Rough Set Theory and Applications in China., Trans. Rough Sets
  A System to Guide Interview-Driven Requirements Elicitation Work Domain - Specific Navigation using the Transition Pattern of Topics., Trans. SDPS
  TSL Dissertation Abstracts 2004 Transportation Science and Logistics Section Dissertation Prize Competition., Transp. Sci.
  The LEGO Mindstorms NXT Idea Book Design, Invent, and Build., Ubiquity
  Cognitive and learning difficulties and how they affect access to IT systems., Univers. Access Inf. Soc.
  Muffin A Distributed Database Machine, University of California at Berkeley
  Binary Decision Diagrams and the Multiple Variable Order Problem, Universität Trier, Mathematik/Informatik, Forschungsbericht
  High-Precision Multi-UAV Teaming for the First Outdoor Night Show in Singapore., Unmanned Syst.
  Search and Rescue Using Multiple Drones in Post-Disaster Situation., Unmanned Syst.
  Buchbesprechungen., Unternehmensforschung
  Personalized support for well-being at work an overview of the SWELL project., User Model. User Adapt. Interact.
  The Stratosphere platform for big data analytics., VLDB J.
  A SiGe BiCMOS Instrumentation Channel for Extreme Environment Applications., VLSI Design
  Virtualizing vehicular node resources Feasibility study of virtual machine migration., Veh. Commun.
  A lightweight authentication scheme for vehicular ad hoc networks based on MSR., Veh. Commun.
  Common Representational Model and Ontologies for Effective Law Enforcement Solutions., Vietnam. J. Comput. Sci.
  Multisensory VR interaction for protein-docking in the CoRSAIRe project., Virtual Real.
  Simulating Self-Motion II A Virtual Reality Tricycle., Virtual Real.
  An augmented reality interface to contextual information., Virtual Real.
  Virtual fire drill system supporting co-located collaboration., Virtual Real. Intell. Hardw.
  Thermal perception method of virtual chemistry experiments., Virtual Real. Intell. Hardw.
  An improved articulated model of the human hand., Vis. Comput.
  Multi-scale characterizations of colon polyps via computed tomographic colonography., Vis. Comput. Ind. Biomed. Art
  Assessing performance of augmented reality-based neurosurgical training., Vis. Comput. Ind. Biomed. Art
  MultiSciView Multivariate Scientific X-ray Image Visual Exploration with Cross-Data Space Views., Vis. Informatics
  Visual exploration of movement and event data with interactive time masks., Vis. Informatics
  Untersuchungen zum Stickstoffaustrag über Dränung in einem nordostdeutschen Tieflandeinzugsgebiet., Wasserwirtsch.
  A survey on text classification and its applications., Web Intell.
  COBRA - mining web for COrporate Brand and Reputation Analysis., Web Intell. Agent Syst.
  Effects of Scientific Collaboration between Domestic and Foreign Authors on Quality Indices of Journals., Webology
  Evaluation of Effective Indicators on Promotion of Webometric Rank of Golestan University of Medical Sciences Website., Webology
  Bias in data-driven artificial intelligence systems - An introductory survey., Wiley Interdiscip. Rev. Data Min. Knowl. Discov.
  Duplexing, resource allocation and inter-cell coordination design recommendations for next generation wireless systems., Wirel. Commun. Mob. Comput.
  Optimization of Threshold for Energy Based Spectrum Sensing Using Differential Evolution., Wirel. Eng. Technol.
  Cognitive Radio Sensing Using Hilbert Huang Transform., Wirel. Eng. Technol.
  Surrogate modeling based cognitive decision engine for optimization of WLAN performance., Wirel. Networks
  Building accurate radio environment maps from multi-fidelity spectrum sensing data., Wirel. Networks
  eWALL An Open-Source Cloud-Based eHealth Platform for Creating Home Caring Environments for Older Adults Living with Chronic Diseases or Frailty., Wirel. Pers. Commun.
  Cardiac Pacemaker and Wireless Capsule Endoscopy Interference Case Report in a Patient with Gastric Vascular Ectasias., Wirel. Sens. Netw.
  Antenna and Base-Station Diversity for WSN Livestock Monitoring., Wirel. Sens. Netw.
  Energieinformatik - Aktuelle und zukünftige Forschungsschwerpunkte., Wirtsch.
  Fachbereich versus IT der ewige Konflikt?, Wirtschaftsinformatik Manag.
  Analysing and Representing Data Management Dimensions in Research and Innovation Actions., World Digit. Libr.
  Aggregative Digital Library Systems in the DRIVER Infrastructure., World Digit. Libr.
  Emergent Semantics and Cooperation in Multi-knowledge Communities the ESTEEM Approach., World Wide Web
  The risks of key recovery, key escrow, and trusted third-party encryption., World Wide Web J.
  From brains to bytes., XRDS
  Heads in the cloud., XRDS
  Buchbesprechungen., Z. Oper. Research
  Computergestütztes Schreiben von Lernprotokollen., Z. für Medienpsychologie
  Transaktives Gedächtnis, Informationsintegration und Entscheidungsfindung im Medienvergleich., Z. für Medienpsychologie
  E-Learning-Systeme Theoriegeleitete Konzeption, Qualitätsmanagement, Implementierung., Z. für Medienpsychologie
  Some integer programs arising in the design of main frame computers., ZOR Methods Model. Oper. Res.
  Software Startups - A Research Agenda., e Informatica Softw. Eng. J.
  Analysing emotional interaction through avatars. A generic architecture.., e Minds Int. J. Hum. Comput. Interact.
  Personalization of Learning Lessons from RTT-D Winners., eLearn Mag.
  Potential and Challenges of Prototyping in Product Development and Innovation., i-com
  Collaborative Development of a PLE for Language Learning., iJET
  Understanding Modern Learning Environment (MLE) in Big Data Era., iJET
  Report of the Results of an IMS Learning Design Expert Workshop., iJET
  NSF expedition on variability-aware software Recent results and contributions., it Inf. Technol.
  ScaleNet - Converged Networks of the Future (ScaleNet - Konvergente Netze der Zukunft)., it Inf. Technol.
